36,1,3.975871,4.15E-23,9.00E-07,0.06,0.05,0.5,0,0
36,1,7.876017,3.27E-27,7.70E-06,0.06,0.05,0.5,0,2347.9597
36,1,7.951606,3.23E-22,8.64E-06,0.06,0.05,0.5,0,3.9759
36,1,11.813688,1.05E-26,2.78E-05,0.06,0.05,0.5,0,2355.8357
36,1,11.92707,1.04E-21,3.12E-05,0.06,0.05,0.5,0,11.9275
36,1,15.750954,2.33E-26,6.83E-05,0.06,0.05,0.5,0,2367.6494
36,1,15.902127,2.29E-21,7.66E-05,0.06,0.05,0.5,0,23.8545
36,1,19.68768,4.17E-26,1.36E-04,0.06,0.05,0.5,0,2383.4004
36,1,19.876641,4.10E-21,1.53E-04,0.06,0.05,0.5,0,39.7567
36,1,23.623731,6.48E-26,2.39E-04,0.06,0.05,0.5,0,2403.088
36,1,23.850476,6.37E-21,2.68E-04,0.06,0.05,0.5,0,59.6333
36,1,27.558972,9.07E-26,3.83E-04,0.06,0.05,0.5,0,2426.7118
36,1,27.823498,8.90E-21,4.29E-04,0.06,0.05,0.5,0,83.4838
36,1,31.493269,1.17E-25,5.75E-04,0.06,0.05,0.5,0,2454.2707
36,1,31.795569,1.15E-20,6.45E-04,0.06,0.05,0.5,0,111.3073
36,1,35.426485,1.41E-25,8.22E-04,0.06,0.05,0.5,0,2485.764
36,1,35.766556,1.38E-20,9.22E-04,0.06,0.05,0.5,0,143.1029
36,1,39.358486,1.61E-25,1.13E-03,0.06,0.05,0.5,0,2521.1905
36,1,39.736321,1.58E-20,1.27E-03,0.06,0.05,0.5,0,178.8694
36,1,43.289138,1.75E-25,1.51E-03,0.06,0.05,0.5,0,2560.549
36,1,43.704729,1.71E-20,1.69E-03,0.06,0.05,0.5,0,218.6057
36,1,47.218305,1.82E-25,1.96E-03,0.06,0.05,0.5,0,2603.8381
36,1,47.671645,1.77E-20,2.19E-03,0.06,0.05,0.5,0,262.3105
36,1,51.145853,1.82E-25,2.49E-03,0.06,0.05,0.5,0,2651.0564
36,1,51.636933,1.76E-20,2.79E-03,0.06,0.05,0.5,0,309.9821
36,1,55.071646,1.75E-25,3.10E-03,0.06,0.05,0.5,0,2702.2023
36,1,55.600458,1.69E-20,3.48E-03,0.06,0.05,0.5,0,361.619
36,1,58.99555,1.62E-25,3.81E-03,0.06,0.05,0.5,0,2757.2739
36,1,59.562083,1.57E-20,4.27E-03,0.06,0.05,0.5,0,417.2195
36,1,62.917429,1.46E-25,4.61E-03,0.06,0.05,0.5,0,2816.2695
36,1,63.521674,1.40E-20,5.17E-03,0.06,0.05,0.5,0,476.7816
36,1,66.83715,1.27E-25,5.51E-03,0.06,0.05,0.5,0,2879.1869
36,1,67.479095,1.22E-20,6.18E-03,0.06,0.05,0.5,0,540.3033
