1	18.010565
1	20.014811
1	19.01478
1	19.01674
1	21.020985
1	20.020956
1	20.022915
2	43.98983
2	44.993185
2	45.994076
2	44.994045
2	46.997431
2	45.9974
2	47.998322
2	46.998291
2	45.998262
2	49.001675
2	48.001646
2	47.001618
3	47.984745
3	49.988991
3	49.988991
3	48.98896
3	48.98896
4	44.001062
4	44.998096
4	46.005308
4	45.005278
5	27.994915
5	28.99827
5	29.999161
5	28.99913
5	31.002516
5	30.002485
6	16.0313
6	17.034655
6	17.037475
6	18.04083
7	31.98983
7	33.994076
7	32.994045
8	29.997989
8	30.995023
8	32.002234
9	63.961901
9	65.957695
10	45.992904
10	46.989938
11	17.026549
11	18.023583
12	62.995644
12	63.99268
13	17.00274
13	19.006986
13	18.008915
14	20.006229
14	21.012404
15	35.976678
15	37.973729
15	36.982853
15	38.979904
16	79.92616
16	81.924115
16	80.932336
16	82.930289
17	127.912297
17	128.918472
18	50.963768
18	52.960819
19	59.966986
19	61.96278
19	60.970341
19	60.966371
19	61.971231
19	62.966137
20	30.010565
20	31.01392
20	32.014811
21	51.971593
21	53.968644
22	28.006148
22	29.003182
23	27.010899
23	28.014254
23	28.007933
24	49.992328
24	51.989379
25	34.00548
26	26.01565
26	27.019005
26	27.021825
27	30.04695
27	31.050305
28	33.997238
29	65.991722
29	66.995083
30	145.962492
31	33.987721
31	35.983515
31	34.987105
32	46.00548
33	32.997655
34	15.994915
35	96.956672
35	98.953723
36	29.997989
37	95.921076
37	97.919027
38	28.0313
38	29.034655
39	32.026215
40	93.941811
40	95.939764
41	41.026549
42	87.993616
43	50.01565
44	51.010899
45	2.01565
45	3.021825
46	43.971036
46	45.966787
46	44.974368
46	44.970399
47	79.95682
48	52.006148
49	97.93262
49	99.92967
53	75.94414
53	77.93994
53	76.943256
53	76.947495
