26,3,1.98305,9.17E-31,8.17E-11,0.1114,0.197,0.75,-0.001,0
26,3,3.966074,7.23E-30,7.84E-10,0.1043,0.191,0.75,-0.001,1.9831
26,3,5.949042,2.38E-29,2.84E-09,0.0985,0.185,0.75,-0.001,5.9491
26,3,7.931929,5.46E-29,6.97E-09,0.094,0.18,0.75,-0.001,11.8982
26,3,9.914707,1.02E-28,1.39E-08,0.0903,0.175,0.75,-0.001,19.8301
26,3,11.897349,1.67E-28,2.44E-08,0.0875,0.17,0.75,-0.001,29.7448
26,1,13.62435,1.63E-28,1.84E-06,0.045,0.081,0.75,0,3056.9923
26,3,13.879827,2.49E-28,3.92E-08,0.0852,0.166,0.75,-0.001,41.6422
26,1,14.44074,1.65E-28,1.14E-06,0.0524,0.098,0.75,0,2880.2798
26,1,14.52239,1.44E-28,1.37E-06,0.045,0.081,0.75,0,3037.6023
26,1,14.57152,6.10E-28,7.70E-07,0.0463,0.083,0.75,0,2556.432
26,1,15.28073,2.33E-28,1.51E-06,0.045,0.081,0.75,0,2942.6123
26,1,15.74039,1.08E-28,2.80E-06,0.045,0.081,0.75,0,2965.8081
26,3,15.862115,3.46E-28,5.90E-08,0.0834,0.162,0.75,-0.001,55.522
26,1,16.72957,1.03E-28,2.10E-06,0.045,0.081,0.75,0,2932.4192
26,1,16.88812,5.57E-28,3.45E-06,0.0541,0.101,0.75,0,2817.755
26,1,17.12404,1.10E-28,2.02E-06,0.0541,0.101,0.75,0,2811.864
26,1,17.35497,4.31E-28,1.38E-06,0.0477,0.087,0.75,0,2478.5106
26,1,17.55085,1.64E-28,2.28E-06,0.045,0.081,0.75,0,2839.295
26,1,17.67088,2.28E-28,3.65E-06,0.045,0.081,0.75,0,3073.1716
26,3,17.844185,4.54E-28,8.46E-08,0.082,0.158,0.75,-0.001,71.3841
26,1,17.85537,6.10E-28,4.02E-06,0.045,0.081,0.75,0,2876.9424
26,1,17.95446,3.25E-28,5.04E-06,0.0491,0.091,0.75,0,3015.2235
26,1,18.52724,1.99E-28,8.02E-06,0.0635,0.116,0.75,0,3142.2547
26,1,18.94806,6.37E-28,3.05E-06,0.045,0.081,0.75,0,2829.5479
26,1,19.48061,3.38E-28,5.47E-06,0.056,0.104,0.75,0,2751.3758
26,1,19.78866,6.20E-28,3.31E-06,0.056,0.104,0.75,0,2745.7997
26,1,19.82404,9.99E-28,3.29E-06,0.045,0.081,0.75,0,2738.3008
26,3,19.826009,5.69E-28,1.17E-07,0.0808,0.154,0.75,-0.001,89.2283
26,1,19.94144,2.07E-28,7.07E-06,0.0653,0.118,0.75,0,3082.8515
26,1,19.96997,3.69E-28,5.53E-06,0.045,0.081,0.75,0,2790.3968
26,1,20.07335,1.46E-28,5.27E-06,0.045,0.081,0.75,0,2981.1974
26,1,20.08917,1.80E-28,6.86E-06,0.0507,0.094,0.75,0,2942.6952
26,1,20.11806,2.56E-27,2.28E-06,0.0491,0.091,0.75,0,2402.9365
26,1,21.04057,1.08E-28,1.20E-05,0.0653,0.118,0.75,0,3087.5258
26,1,21.16704,4.20E-28,4.24E-06,0.045,0.081,0.75,0,2728.9901
26,1,21.34838,2.62E-28,7.52E-06,0.045,0.081,0.75,0,3157.993
26,3,21.807563,6.84E-28,1.56E-07,0.0796,0.15,0.75,-0.001,109.0543
26,1,22.05725,1.75E-27,8.20E-06,0.0578,0.107,0.75,0,2687.358
26,1,22.08395,1.93E-27,7.33E-06,0.045,0.081,0.75,0,2706.1727
26,1,22.10024,6.50E-28,4.56E-06,0.045,0.081,0.75,0,2639.6314
26,1,22.22877,8.68E-28,9.01E-06,0.0524,0.098,0.75,0,2872.4918
26,1,22.34691,2.03E-28,6.85E-06,0.0491,0.091,0.75,0,3127.5779
26,1,22.4277,1.10E-28,1.03E-05,0.0671,0.121,0.75,0,3030.7761
26,1,22.43447,3.69E-28,5.14E-06,0.0578,0.107,0.75,0,2682.0885
26,1,22.47367,8.08E-28,7.27E-06,0.045,0.081,0.75,0,2891.5615
26,1,22.86096,1.60E-27,3.55E-06,0.0507,0.094,0.75,0,2329.7111
26,1,23.3496,1.88E-28,1.06E-05,0.045,0.081,0.75,0,3277.0338
26,1,23.39006,2.40E-27,5.72E-06,0.045,0.081,0.75,0,2630.7475
26,1,23.499,2.40E-28,3.65E-06,0.0507,0.094,0.75,0,2945.746
26,1,23.54777,5.04E-28,1.71E-05,0.0671,0.121,0.75,0,3035.1717
26,1,23.60775,1.64E-28,1.02E-05,0.045,0.081,0.75,0,3064.0967
26,3,23.788816,7.95E-28,2.03E-07,0.0787,0.147,0.75,-0.001,130.8619
26,1,23.99877,3.50E-28,2.93E-06,0.0578,0.107,0.75,0,2788.5236
26,1,24.19743,1.09E-27,9.45E-06,0.045,0.081,0.75,0,2624.2715
26,1,24.26261,1.07E-28,8.60E-06,0.0507,0.094,0.75,0,3054.7117
26,1,24.37389,4.48E-28,1.15E-05,0.0541,0.101,0.75,0,2804.6141
26,1,24.37943,3.68E-27,6.13E-06,0.045,0.081,0.75,0,2543.2883
26,1,24.61873,9.67E-28,1.18E-05,0.0597,0.11,0.75,0,2625.7028
26,1,24.88646,4.79E-28,9.69E-06,0.045,0.081,0.75,0,2804.2655
26,1,24.89932,5.01E-28,1.45E-05,0.0688,0.124,0.75,0,2981.068
26,1,25.06127,1.90E-27,7.65E-06,0.0597,0.11,0.75,0,2620.7319
26,1,25.16501,3.45E-28,1.35E-05,0.045,0.081,0.75,0,3179.3414
26,1,25.51331,1.21E-28,4.43E-06,0.0524,0.098,0.75,0,2875.26
